ID Transaksi;Tanggal;Hari;Bulan;Kuartal;Tahun;Jam Transaksi;Nama Produk;Kategori; Harga Satuan ;Jumlah;Diskon (%); Total Penjualan ; HPP ; Laba Kotor ;Margin (%);Cabang;Kasir;Metode Pembayaran;Status Member;Rating Pelanggan;
TRX-0214;13/07/2024;Sabtu;Juli;Q3;2024;Pagi (08-12);Saos Sambal;Bumbu Dapur; Rp10.000,00 ;9;15; Rp76.500,00 ; Rp54.524,00 ; Rp21.976,00 ;28,73;Batu;Rina;Tunai;Member;4;
TRX-0215;21/05/2023;Minggu;Mei;Q2;2023;Malam (20-22);Chitato;Snack; Rp12.000,00 ;3;0; Rp36.000,00 ; Rp21.139,00 ; Rp14.861,00 ;41,28;Lawang;Siti;Tunai;Non-Member;1;
TRX-0216;07/01/2023;Sabtu;Januari;Q1;2023;Pagi (08-12);Kapas Kecantikan;Perawatan; Rp8.000,00 ;7;0; Rp56.000,00 ; Rp30.959,00 ; Rp25.041,00 ;44,72;Singosari;Dewi;Kartu Debit;Non-Member;2;
TRX-0217;20/04/2023;Kamis;April;Q2;2023;Sore (16-20);Susu Ultra;Minuman; Rp9.000,00 ;3;0; Rp27.000,00 ; Rp15.731,00 ; Rp11.269,00 ;41,74;Batu;Siti;Kartu Debit;Non-Member;1;
TRX-0218;18/01/2024;Kamis;Januari;Q1;2024;Pagi (08-12);Sania Minyak Goreng;Bumbu Dapur; Rp28.000,00 ;10;0; Rp280.000,00 ; Rp201.135,00 ; Rp78.865,00 ;28,17;Kepanjen;Siti;Tunai;Member;4;
TRX-0219;24/01/2024;Rabu;Januari;Q1;2024;Malam (20-22);Gula Pasir 1kg;Bumbu Dapur; Rp16.000,00 ;8;0; Rp128.000,00 ; Rp84.256,00 ; Rp43.744,00 ;34,17;Kepanjen;Rina;Kartu Kredit;Non-Member;5;
TRX-0220;08/04/2023;Sabtu;April;Q2;2023;Pagi (08-12);Pelembab Vaseline;Perawatan; Rp25.000,00 ;4;0; Rp100.000,00 ; Rp70.322,00 ; Rp29.678,00 ;29,68;Batu;Agus;Kartu Debit;Member;3;
TRX-0221;10/07/2024;Rabu;Juli;Q3;2024;Malam (20-22);Pelembab Vaseline;Perawatan; Rp25.000,00 ;3;20; Rp60.000,00 ; Rp36.208,00 ; Rp23.792,00 ;39,65;Kepanjen;Dewi;QRIS;Member;3;
TRX-0222;16/06/2023;Jumat;Juni;Q2;2023;Siang (12-16);Deodorant Rexona;Perawatan; Rp20.000,00 ;10;20; Rp160.000,00 ; Rp111.105,00 ; Rp48.895,00 ;30,56;Batu;Siti;Kartu Kredit;Member;5;
TRX-0223;21/12/2023;Kamis;Desember;Q4;2023;Malam (20-22);Aqua 1.5L;Minuman; Rp5.000,00 ;7;0; Rp35.000,00 ; Rp24.240,00 ; Rp10.760,00 ;30,74;Singosari;Dewi;Voucher;Non-Member;1;
TRX-0224;11/10/2024;Jumat;Oktober;Q4;2024;Malam (20-22);Deterjen Rinso;Kebersihan; Rp22.000,00 ;8;0; Rp176.000,00 ; Rp107.446,00 ; Rp68.554,00 ;38,95;Lawang;Agus;QRIS;Member;5;
TRX-0225;30/10/2023;Senin;Oktober;Q4;2023;Sore (16-20);Chitato;Snack; Rp12.000,00 ;2;0; Rp24.000,00 ; Rp13.829,00 ; Rp10.171,00 ;42,38;Kepanjen;Agus;Kartu Debit;Member;1;
TRX-0226;06/01/2023;Jumat;Januari;Q1;2023;Malam (20-22);Deterjen Rinso;Kebersihan; Rp22.000,00 ;6;20; Rp105.600,00 ; Rp62.923,00 ; Rp42.677,00 ;40,41;Kepanjen;Rina;QRIS;Non-Member;5;
TRX-0227;22/07/2024;Senin;Juli;Q3;2024;Sore (16-20);Hand Sanitizer;Perawatan; Rp12.000,00 ;2;0; Rp24.000,00 ; Rp13.566,00 ; Rp10.434,00 ;43,48;Batu;Rina;Voucher;Non-Member;1;
TRX-0228;26/10/2023;Kamis;Oktober;Q4;2023;Siang (12-16);Sania Minyak Goreng;Bumbu Dapur; Rp28.000,00 ;2;15; Rp47.600,00 ; Rp33.472,00 ; Rp14.128,00 ;29,68;Kepanjen;Dewi;Voucher;Non-Member;2;
TRX-0229;23/05/2023;Selasa;Mei;Q2;2023;Malam (20-22);Pasta Gigi Pepsodent;Kebersihan; Rp12.000,00 ;5;5; Rp57.000,00 ; Rp32.764,00 ; Rp24.236,00 ;42,52;Kepanjen;Agus;Kartu Debit;Non-Member;4;
TRX-0230;20/03/2023;Senin;Maret;Q1;2023;Malam (20-22);Pasta Gigi Pepsodent;Kebersihan; Rp12.000,00 ;4;15; Rp40.800,00 ; Rp26.775,00 ; Rp14.025,00 ;34,38;Batu;Dewi;QRIS;Member;2;
TRX-0231;08/11/2023;Rabu;November;Q4;2023;Malam (20-22);Kopi Kapal Api;Minuman; Rp12.000,00 ;6;20; Rp57.600,00 ; Rp37.753,00 ; Rp19.847,00 ;34,46;Singosari;Agus;Kartu Debit;Member;3;
TRX-0232;25/11/2023;Sabtu;November;Q4;2023;Malam (20-22);Deodorant Rexona;Perawatan; Rp20.000,00 ;8;0; Rp160.000,00 ; Rp92.832,00 ; Rp67.168,00 ;41,98;Lawang;Siti;Kartu Debit;Member;3;
TRX-0233;21/01/2024;Minggu;Januari;Q1;2024;Siang (12-16);Deterjen Rinso;Kebersihan; Rp22.000,00 ;6;0; Rp132.000,00 ; Rp93.516,00 ; Rp38.484,00 ;29,15;Kepanjen;Dewi;Voucher;Member;4;
TRX-0234;26/12/2024;Kamis;Desember;Q4;2024;Sore (16-20);Indomie Goreng;Snack; Rp3.500,00 ;5;20; Rp14.000,00 ; Rp9.349,00 ; Rp4.651,00 ;33,22;Lawang;Agus;QRIS;Member;3;
TRX-0235;05/11/2024;Selasa;November;Q4;2024;Malam (20-22);Indomie Goreng;Snack; Rp3.500,00 ;7;0; Rp24.500,00 ; Rp15.345,00 ; Rp9.155,00 ;37,37;Batu;Agus;Voucher;Non-Member;5;
TRX-0236;07/02/2023;Selasa;Februari;Q1;2023;Siang (12-16);Softex;Kebersihan; Rp18.000,00 ;10;15; Rp153.000,00 ; Rp107.934,00 ; Rp45.066,00 ;29,45;Malang Kota;Budi;Kartu Debit;Member;5;
TRX-0237;22/10/2024;Selasa;Oktober;Q4;2024;Siang (12-16);Royco Ayam;Bumbu Dapur; Rp5.000,00 ;7;0; Rp35.000,00 ; Rp19.313,00 ; Rp15.687,00 ;44,82;Singosari;Budi;Voucher;Non-Member;3;
TRX-0238;05/02/2024;Senin;Februari;Q1;2024;Sore (16-20);Gula Pasir 1kg;Bumbu Dapur; Rp16.000,00 ;9;0; Rp144.000,00 ; Rp87.645,00 ; Rp56.355,00 ;39,14;Malang Kota;Agus;Tunai;Non-Member;1;
TRX-0239;29/04/2023;Sabtu;April;Q2;2023;Sore (16-20);Qtela;Snack; Rp14.000,00 ;5;0; Rp70.000,00 ; Rp43.918,00 ; Rp26.082,00 ;37,26;Kepanjen;Dewi;Kartu Kredit;Non-Member;1;
TRX-0240;24/03/2024;Minggu;Maret;Q1;2024;Pagi (08-12);Royco Ayam;Bumbu Dapur; Rp5.000,00 ;2;0; Rp10.000,00 ; Rp5.576,00 ; Rp4.424,00 ;44,24;Malang Kota;Rina;Kartu Debit;Member;2;
TRX-0241;12/06/2024;Rabu;Juni;Q2;2024;Siang (12-16);Cheetos;Snack; Rp11.000,00 ;3;0; Rp33.000,00 ; Rp21.291,00 ; Rp11.709,00 ;35,48;Lawang;Budi;Kartu Kredit;Member;4;
TRX-0242;10/02/2024;Sabtu;Februari;Q1;2024;Siang (12-16);Susu Ultra;Minuman; Rp9.000,00 ;4;5; Rp34.200,00 ; Rp22.253,00 ; Rp11.947,00 ;34,93;Lawang;Rina;QRIS;Non-Member;1;
TRX-0243;14/08/2024;Rabu;Agustus;Q3;2024;Malam (20-22);Susu Ultra;Minuman; Rp9.000,00 ;3;0; Rp27.000,00 ; Rp16.346,00 ; Rp10.654,00 ;39,46;Lawang;Rina;Kartu Debit;Non-Member;5;
TRX-0244;02/02/2024;Jumat;Februari;Q1;2024;Sore (16-20);Hand Sanitizer;Perawatan; Rp12.000,00 ;10;0; Rp120.000,00 ; Rp73.098,00 ; Rp46.902,00 ;39,09;Lawang;Dewi;QRIS;Member;2;
TRX-0245;17/11/2023;Jumat;November;Q4;2023;Malam (20-22);Teh Botol;Minuman; Rp6.000,00 ;5;0; Rp30.000,00 ; Rp17.434,00 ; Rp12.566,00 ;41,89;Kepanjen;Dewi;Kartu Kredit;Member;5;
TRX-0246;28/01/2024;Minggu;Januari;Q1;2024;Malam (20-22);Saos Sambal;Bumbu Dapur; Rp10.000,00 ;8;15; Rp68.000,00 ; Rp43.612,00 ; Rp24.388,00 ;35,86;Kepanjen;Dewi;QRIS;Non-Member;2;
TRX-0247;11/07/2023;Selasa;Juli;Q3;2023;Siang (12-16);Deterjen Rinso;Kebersihan; Rp22.000,00 ;10;0; Rp220.000,00 ; Rp153.371,00 ; Rp66.629,00 ;30,29;Malang Kota;Agus;QRIS;Non-Member;5;
TRX-0248;01/06/2024;Sabtu;Juni;Q2;2024;Pagi (08-12);Sania Minyak Goreng;Bumbu Dapur; Rp28.000,00 ;8;5; Rp212.800,00 ; Rp142.730,00 ; Rp70.070,00 ;32,93;Lawang;Agus;QRIS;Member;2;
TRX-0249;27/10/2023;Jumat;Oktober;Q4;2023;Pagi (08-12);Pocari Sweat;Minuman; Rp8.000,00 ;4;10; Rp28.800,00 ; Rp17.253,00 ; Rp11.547,00 ;40,09;Lawang;Dewi;Kartu Kredit;Member;3;
TRX-0250;10/07/2024;Rabu;Juli;Q3;2024;Pagi (08-12);Softex;Kebersihan; Rp18.000,00 ;1;20; Rp14.400,00 ; Rp9.680,00 ; Rp4.720,00 ;32,78;Batu;Budi;Kartu Kredit;Member;3;
TRX-0251;03/02/2023;Jumat;Februari;Q1;2023;Siang (12-16);Royco Ayam;Bumbu Dapur; Rp5.000,00 ;6;20; Rp24.000,00 ; Rp16.532,00 ; Rp7.468,00 ;31,12;Lawang;Rina;QRIS;Non-Member;5;
TRX-0252;09/10/2024;Rabu;Oktober;Q4;2024;Sore (16-20);Saos Sambal;Bumbu Dapur; Rp10.000,00 ;10;0; Rp100.000,00 ; Rp68.342,00 ; Rp31.658,00 ;31,66;Kepanjen;Rina;Voucher;Non-Member;5;
TRX-0253;05/07/2024;Jumat;Juli;Q3;2024;Malam (20-22);Qtela;Snack; Rp14.000,00 ;5;0; Rp70.000,00 ; Rp45.316,00 ; Rp24.684,00 ;35,26;Batu;Rina;QRIS;Member;3;
TRX-0254;02/11/2024;Sabtu;November;Q4;2024;Siang (12-16);Oreo;Snack; Rp10.000,00 ;4;0; Rp40.000,00 ; Rp26.837,00 ; Rp13.163,00 ;32,91;Kepanjen;Agus;Kartu Kredit;Non-Member;4;
TRX-0255;20/01/2024;Sabtu;Januari;Q1;2024;Malam (20-22);Kecap ABC;Bumbu Dapur; Rp14.000,00 ;2;5; Rp26.600,00 ; Rp16.962,00 ; Rp9.638,00 ;36,23;Singosari;Siti;Kartu Kredit;Non-Member;5;
TRX-0256;03/01/2023;Selasa;Januari;Q1;2023;Malam (20-22);Kopi Kapal Api;Minuman; Rp12.000,00 ;6;20; Rp57.600,00 ; Rp32.300,00 ; Rp25.300,00 ;43,92;Batu;Agus;QRIS;Member;4;
TRX-0257;02/10/2023;Senin;Oktober;Q4;2023;Pagi (08-12);Pasta Gigi Pepsodent;Kebersihan; Rp12.000,00 ;6;10; Rp64.800,00 ; Rp42.007,00 ; Rp22.793,00 ;35,17;Batu;Agus;Kartu Debit;Member;1;
TRX-0258;03/10/2024;Kamis;Oktober;Q4;2024;Siang (12-16);Kecap ABC;Bumbu Dapur; Rp14.000,00 ;2;20; Rp22.400,00 ; Rp12.922,00 ; Rp9.478,00 ;42,31;Lawang;Rina;Kartu Kredit;Member;3;
TRX-0259;12/06/2023;Senin;Juni;Q2;2023;Sore (16-20);Sabun Lifebuoy;Kebersihan; Rp8.000,00 ;6;0; Rp48.000,00 ; Rp27.073,00 ; Rp20.927,00 ;43,60;Kepanjen;Rina;Kartu Kredit;Member;4;
TRX-0260;02/11/2024;Sabtu;November;Q4;2024;Malam (20-22);Aqua 1.5L;Minuman; Rp5.000,00 ;1;0; Rp5.000,00 ; Rp3.155,00 ; Rp1.845,00 ;36,90;Kepanjen;Dewi;QRIS;Member;1;
TRX-0261;13/12/2024;Jumat;Desember;Q4;2024;Pagi (08-12);Sabun Lifebuoy;Kebersihan; Rp8.000,00 ;7;15; Rp47.600,00 ; Rp27.250,00 ; Rp20.350,00 ;42,75;Malang Kota;Budi;Kartu Kredit;Member;1;
TRX-0262;17/11/2023;Jumat;November;Q4;2023;Pagi (08-12);Pasta Gigi Pepsodent;Kebersihan; Rp12.000,00 ;3;5; Rp34.200,00 ; Rp23.307,00 ; Rp10.893,00 ;31,85;Kepanjen;Budi;Tunai;Member;4;
TRX-0263;26/12/2023;Selasa;Desember;Q4;2023;Siang (12-16);Oreo;Snack; Rp10.000,00 ;7;10; Rp63.000,00 ; Rp42.003,00 ; Rp20.997,00 ;33,33;Kepanjen;Rina;Tunai;Member;5;
TRX-0264;29/01/2024;Senin;Januari;Q1;2024;Sore (16-20);Deterjen Rinso;Kebersihan; Rp22.000,00 ;6;20; Rp105.600,00 ; Rp60.590,00 ; Rp45.010,00 ;42,62;Singosari;Rina;QRIS;Member;3;
TRX-0265;30/07/2023;Minggu;Juli;Q3;2023;Malam (20-22);Kapas Kecantikan;Perawatan; Rp8.000,00 ;9;0; Rp72.000,00 ; Rp48.754,00 ; Rp23.246,00 ;32,29;Singosari;Rina;QRIS;Non-Member;1;
TRX-0266;04/09/2023;Senin;September;Q3;2023;Siang (12-16);Gula Pasir 1kg;Bumbu Dapur; Rp16.000,00 ;2;10; Rp28.800,00 ; Rp20.191,00 ; Rp8.609,00 ;29,89;Malang Kota;Siti;Kartu Debit;Non-Member;5;
TRX-0267;06/03/2024;Rabu;Maret;Q1;2024;Pagi (08-12);Softex;Kebersihan; Rp18.000,00 ;3;20; Rp43.200,00 ; Rp27.219,00 ; Rp15.981,00 ;36,99;Malang Kota;Rina;Voucher;Member;3;
TRX-0268;09/08/2023;Rabu;Agustus;Q3;2023;Malam (20-22);Aqua 1.5L;Minuman; Rp5.000,00 ;7;10; Rp31.500,00 ; Rp18.859,00 ; Rp12.641,00 ;40,13;Batu;Agus;Kartu Kredit;Member;5;
TRX-0269;04/07/2024;Kamis;Juli;Q3;2024;Sore (16-20);Deodorant Rexona;Perawatan; Rp20.000,00 ;5;0; Rp100.000,00 ; Rp60.268,00 ; Rp39.732,00 ;39,73;Batu;Budi;QRIS;Non-Member;5;
TRX-0270;11/10/2024;Jumat;Oktober;Q4;2024;Pagi (08-12);Pocari Sweat;Minuman; Rp8.000,00 ;7;15; Rp47.600,00 ; Rp33.895,00 ; Rp13.705,00 ;28,79;Kepanjen;Rina;QRIS;Non-Member;1;
TRX-0271;09/04/2024;Selasa;April;Q2;2024;Siang (12-16);Kapas Kecantikan;Perawatan; Rp8.000,00 ;1;0; Rp8.000,00 ; Rp5.306,00 ; Rp2.694,00 ;33,67;Kepanjen;Rina;Tunai;Member;2;
TRX-0272;23/05/2024;Kamis;Mei;Q2;2024;Siang (12-16);Softex;Kebersihan; Rp18.000,00 ;9;20; Rp129.600,00 ; Rp89.401,00 ; Rp40.199,00 ;31,02;Singosari;Budi;Kartu Debit;Non-Member;1;
TRX-0273;31/01/2023;Selasa;Januari;Q1;2023;Malam (20-22);Deterjen Rinso;Kebersihan; Rp22.000,00 ;5;10; Rp99.000,00 ; Rp55.525,00 ; Rp43.475,00 ;43,91;Batu;Rina;Kartu Kredit;Non-Member;1;
TRX-0274;26/05/2024;Minggu;Mei;Q2;2024;Siang (12-16);Deodorant Rexona;Perawatan; Rp20.000,00 ;6;0; Rp120.000,00 ; Rp71.204,00 ; Rp48.796,00 ;40,66;Malang Kota;Dewi;Tunai;Member;1;
TRX-0275;13/01/2023;Jumat;Januari;Q1;2023;Malam (20-22);Chitato;Snack; Rp12.000,00 ;8;0; Rp96.000,00 ; Rp59.050,00 ; Rp36.950,00 ;38,49;Kepanjen;Budi;Tunai;Member;3;
TRX-0276;12/09/2023;Selasa;September;Q3;2023;Pagi (08-12);Royco Ayam;Bumbu Dapur; Rp5.000,00 ;5;20; Rp20.000,00 ; Rp11.265,00 ; Rp8.735,00 ;43,68;Singosari;Rina;Voucher;Member;2;
TRX-0277;12/06/2024;Rabu;Juni;Q2;2024;Malam (20-22);Kopi Kapal Api;Minuman; Rp12.000,00 ;2;5; Rp22.800,00 ; Rp15.897,00 ; Rp6.903,00 ;30,28;Singosari;Siti;Tunai;Member;3;
TRX-0278;25/07/2023;Selasa;Juli;Q3;2023;Malam (20-22);Softex;Kebersihan; Rp18.000,00 ;5;15; Rp76.500,00 ; Rp50.173,00 ; Rp26.327,00 ;34,41;Lawang;Siti;Voucher;Member;5;
TRX-0279;09/09/2023;Sabtu;September;Q3;2023;Pagi (08-12);Chitato;Snack; Rp12.000,00 ;7;0; Rp84.000,00 ; Rp49.527,00 ; Rp34.473,00 ;41,04;Singosari;Rina;Kartu Debit;Non-Member;3;
TRX-0280;17/04/2023;Senin;April;Q2;2023;Pagi (08-12);Cheetos;Snack; Rp11.000,00 ;4;5; Rp41.800,00 ; Rp26.486,00 ; Rp15.314,00 ;36,64;Malang Kota;Budi;Kartu Debit;Member;2;
TRX-0281;16/06/2024;Minggu;Juni;Q2;2024;Malam (20-22);Royco Ayam;Bumbu Dapur; Rp5.000,00 ;8;15; Rp34.000,00 ; Rp19.191,00 ; Rp14.809,00 ;43,56;Malang Kota;Dewi;QRIS;Member;5;
TRX-0282;04/08/2024;Minggu;Agustus;Q3;2024;Sore (16-20);Kopi Kapal Api;Minuman; Rp12.000,00 ;3;0; Rp36.000,00 ; Rp21.585,00 ; Rp14.415,00 ;40,04;Singosari;Agus;Kartu Debit;Non-Member;3;
TRX-0283;28/08/2023;Senin;Agustus;Q3;2023;Siang (12-16);Teh Botol;Minuman; Rp6.000,00 ;3;20; Rp14.400,00 ; Rp9.805,00 ; Rp4.595,00 ;31,91;Malang Kota;Budi;Tunai;Non-Member;4;
TRX-0284;18/11/2023;Sabtu;November;Q4;2023;Malam (20-22);Kecap ABC;Bumbu Dapur; Rp14.000,00 ;9;0; Rp126.000,00 ; Rp89.962,00 ; Rp36.038,00 ;28,60;Kepanjen;Agus;Kartu Debit;Non-Member;1;
TRX-0285;03/04/2023;Senin;April;Q2;2023;Siang (12-16);Qtela;Snack; Rp14.000,00 ;10;0; Rp140.000,00 ; Rp82.117,00 ; Rp57.883,00 ;41,34;Singosari;Budi;Tunai;Non-Member;4;
TRX-0286;09/06/2024;Minggu;Juni;Q2;2024;Siang (12-16);Pocari Sweat;Minuman; Rp8.000,00 ;5;20; Rp32.000,00 ; Rp22.989,00 ; Rp9.011,00 ;28,16;Malang Kota;Agus;Kartu Kredit;Member;4;
TRX-0287;15/04/2023;Sabtu;April;Q2;2023;Malam (20-22);Chitato;Snack; Rp12.000,00 ;1;0; Rp12.000,00 ; Rp8.294,00 ; Rp3.706,00 ;30,88;Kepanjen;Budi;QRIS;Non-Member;1;
TRX-0288;19/08/2024;Senin;Agustus;Q3;2024;Pagi (08-12);Lip Balm Nivea;Perawatan; Rp18.000,00 ;2;0; Rp36.000,00 ; Rp25.903,00 ; Rp10.097,00 ;28,05;Kepanjen;Agus;QRIS;Non-Member;1;
TRX-0289;13/02/2023;Senin;Februari;Q1;2023;Malam (20-22);Kecap ABC;Bumbu Dapur; Rp14.000,00 ;3;10; Rp37.800,00 ; Rp23.573,00 ; Rp14.227,00 ;37,64;Lawang;Agus;Tunai;Non-Member;2;
TRX-0290;29/12/2023;Jumat;Desember;Q4;2023;Siang (12-16);Oreo;Snack; Rp10.000,00 ;5;0; Rp50.000,00 ; Rp31.291,00 ; Rp18.709,00 ;37,42;Kepanjen;Rina;Voucher;Non-Member;4;
TRX-0291;26/02/2024;Senin;Februari;Q1;2024;Siang (12-16);Hand Sanitizer;Perawatan; Rp12.000,00 ;1;0; Rp12.000,00 ; Rp7.171,00 ; Rp4.829,00 ;40,24;Kepanjen;Agus;QRIS;Member;4;
TRX-0292;03/01/2024;Rabu;Januari;Q1;2024;Sore (16-20);Gula Pasir 1kg;Bumbu Dapur; Rp16.000,00 ;8;0; Rp128.000,00 ; Rp90.260,00 ; Rp37.740,00 ;29,48;Batu;Siti;Kartu Kredit;Member;1;
TRX-0293;23/11/2023;Kamis;November;Q4;2023;Sore (16-20);Deodorant Rexona;Perawatan; Rp20.000,00 ;1;20; Rp16.000,00 ; Rp10.918,00 ; Rp5.082,00 ;31,76;Malang Kota;Agus;Voucher;Member;2;
TRX-0294;13/04/2023;Kamis;April;Q2;2023;Malam (20-22);Oreo;Snack; Rp10.000,00 ;5;10; Rp45.000,00 ; Rp30.995,00 ; Rp14.005,00 ;31,12;Malang Kota;Budi;Voucher;Non-Member;2;
TRX-0295;30/06/2023;Jumat;Juni;Q2;2023;Sore (16-20);Cheetos;Snack; Rp11.000,00 ;6;20; Rp52.800,00 ; Rp35.665,00 ; Rp17.135,00 ;32,45;Singosari;Dewi;Tunai;Member;5;
TRX-0296;12/07/2023;Rabu;Juli;Q3;2023;Siang (12-16);Gula Pasir 1kg;Bumbu Dapur; Rp16.000,00 ;5;0; Rp80.000,00 ; Rp50.670,00 ; Rp29.330,00 ;36,66;Malang Kota;Rina;QRIS;Member;5;
TRX-0297;04/05/2024;Sabtu;Mei;Q2;2024;Pagi (08-12);Pocari Sweat;Minuman; Rp8.000,00 ;10;0; Rp80.000,00 ; Rp54.968,00 ; Rp25.032,00 ;31,29;Singosari;Budi;Kartu Debit;Member;2;
TRX-0298;23/08/2024;Jumat;Agustus;Q3;2024;Pagi (08-12);Chitato;Snack; Rp12.000,00 ;9;20; Rp86.400,00 ; Rp52.880,00 ; Rp33.520,00 ;38,80;Malang Kota;Siti;Kartu Kredit;Non-Member;3;
TRX-0299;27/11/2023;Senin;November;Q4;2023;Sore (16-20);Oreo;Snack; Rp10.000,00 ;7;20; Rp56.000,00 ; Rp36.886,00 ; Rp19.114,00 ;34,13;Lawang;Siti;QRIS;Member;5;
TRX-0300;29/06/2023;Kamis;Juni;Q2;2023;Pagi (08-12);Royco Ayam;Bumbu Dapur; Rp5.000,00 ;5;0; Rp25.000,00 ; Rp14.505,00 ; Rp10.495,00 ;41,98;Malang Kota;Dewi;Kartu Kredit;Member;5;
TRX-0301;22/11/2023;Rabu;November;Q4;2023;Siang (12-16);Deodorant Rexona;Perawatan; Rp20.000,00 ;10;0; Rp200.000,00 ; Rp141.847,00 ; Rp58.153,00 ;29,08;Kepanjen;Siti;Tunai;Non-Member;3;
TRX-0302;21/06/2023;Rabu;Juni;Q2;2023;Sore (16-20);Pocari Sweat;Minuman; Rp8.000,00 ;8;0; Rp64.000,00 ; Rp38.086,00 ; Rp25.914,00 ;40,49;Kepanjen;Rina;Kartu Debit;Member;1;
TRX-0303;19/02/2023;Minggu;Februari;Q1;2023;Malam (20-22);Sania Minyak Goreng;Bumbu Dapur; Rp28.000,00 ;7;0; Rp196.000,00 ; Rp137.273,00 ; Rp58.727,00 ;29,96;Lawang;Agus;Kartu Debit;Member;4;
TRX-0304;14/08/2024;Rabu;Agustus;Q3;2024;Sore (16-20);Oreo;Snack; Rp10.000,00 ;8;0; Rp80.000,00 ; Rp54.869,00 ; Rp25.131,00 ;31,41;Malang Kota;Siti;Tunai;Non-Member;1;
TRX-0305;17/03/2023;Jumat;Maret;Q1;2023;Malam (20-22);Shampo Sunsilk;Kebersihan; Rp15.000,00 ;7;0; Rp105.000,00 ; Rp70.816,00 ; Rp34.184,00 ;32,56;Batu;Rina;Kartu Debit;Member;4;
TRX-0306;31/10/2024;Kamis;Oktober;Q4;2024;Malam (20-22);Cheetos;Snack; Rp11.000,00 ;7;0; Rp77.000,00 ; Rp43.051,00 ; Rp33.949,00 ;44,09;Singosari;Budi;QRIS;Non-Member;3;
TRX-0307;01/11/2023;Rabu;November;Q4;2023;Sore (16-20);Chitato;Snack; Rp12.000,00 ;1;5; Rp11.400,00 ; Rp7.378,00 ; Rp4.022,00 ;35,28;Lawang;Budi;Tunai;Member;4;
TRX-0308;31/03/2023;Jumat;Maret;Q1;2023;Pagi (08-12);Softex;Kebersihan; Rp18.000,00 ;8;0; Rp144.000,00 ; Rp81.574,00 ; Rp62.426,00 ;43,35;Kepanjen;Budi;Kartu Debit;Non-Member;1;
TRX-0309;12/11/2023;Minggu;November;Q4;2023;Sore (16-20);Sania Minyak Goreng;Bumbu Dapur; Rp28.000,00 ;8;15; Rp190.400,00 ; Rp113.298,00 ; Rp77.102,00 ;40,49;Batu;Agus;QRIS;Non-Member;3;
TRX-0310;11/07/2023;Selasa;Juli;Q3;2023;Pagi (08-12);Kecap ABC;Bumbu Dapur; Rp14.000,00 ;5;5; Rp66.500,00 ; Rp41.832,00 ; Rp24.668,00 ;37,09;Kepanjen;Siti;Voucher;Member;1;
TRX-0311;29/03/2023;Rabu;Maret;Q1;2023;Malam (20-22);Softex;Kebersihan; Rp18.000,00 ;7;20; Rp100.800,00 ; Rp65.546,00 ; Rp35.254,00 ;34,97;Batu;Rina;Kartu Kredit;Non-Member;5;
TRX-0312;30/08/2023;Rabu;Agustus;Q3;2023;Siang (12-16);Royco Ayam;Bumbu Dapur; Rp5.000,00 ;2;5; Rp9.500,00 ; Rp6.683,00 ; Rp2.817,00 ;29,65;Malang Kota;Dewi;Voucher;Member;4;
TRX-0313;27/06/2023;Selasa;Juni;Q2;2023;Siang (12-16);Oreo;Snack; Rp10.000,00 ;4;0; Rp40.000,00 ; Rp22.290,00 ; Rp17.710,00 ;44,27;Malang Kota;Agus;QRIS;Non-Member;3;
TRX-0314;10/03/2023;Jumat;Maret;Q1;2023;Pagi (08-12);Kopi Kapal Api;Minuman; Rp12.000,00 ;9;5; Rp102.600,00 ; Rp66.059,00 ; Rp36.541,00 ;35,62;Singosari;Dewi;Kartu Kredit;Non-Member;1;
TRX-0315;29/02/2024;Kamis;Februari;Q1;2024;Pagi (08-12);Oreo;Snack; Rp10.000,00 ;10;10; Rp90.000,00 ; Rp58.415,00 ; Rp31.585,00 ;35,09;Malang Kota;Rina;Voucher;Non-Member;5;
TRX-0316;19/12/2023;Selasa;Desember;Q4;2023;Siang (12-16);Royco Ayam;Bumbu Dapur; Rp5.000,00 ;7;15; Rp29.750,00 ; Rp18.818,00 ; Rp10.932,00 ;36,75;Batu;Agus;Tunai;Non-Member;4;
TRX-0317;28/05/2023;Minggu;Mei;Q2;2023;Malam (20-22);Kapas Kecantikan;Perawatan; Rp8.000,00 ;7;0; Rp56.000,00 ; Rp34.568,00 ; Rp21.432,00 ;38,27;Singosari;Budi;Tunai;Non-Member;3;
TRX-0318;21/01/2023;Sabtu;Januari;Q1;2023;Sore (16-20);Pasta Gigi Pepsodent;Kebersihan; Rp12.000,00 ;5;0; Rp60.000,00 ; Rp41.597,00 ; Rp18.403,00 ;30,67;Malang Kota;Budi;QRIS;Non-Member;3;
TRX-0319;03/10/2023;Selasa;Oktober;Q4;2023;Sore (16-20);Gula Pasir 1kg;Bumbu Dapur; Rp16.000,00 ;2;0; Rp32.000,00 ; Rp20.003,00 ; Rp11.997,00 ;37,49;Lawang;Agus;Voucher;Member;5;
TRX-0320;12/06/2023;Senin;Juni;Q2;2023;Siang (12-16);Pocari Sweat;Minuman; Rp8.000,00 ;9;5; Rp68.400,00 ; Rp39.197,00 ; Rp29.203,00 ;42,69;Batu;Dewi;Tunai;Member;2;
